notice_name,document_number,document_date,organization,url,match_reason
建設業法第二十七条の十八第四項に規定する講習の実施要領,建設省告示第二千四百十一号,1994-12-16,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1994/26240150/26240150.html,strong_accept: 建設業法
建築基準法に基づく防火材料の指定等又は建築基準法において予想されていない特殊の構造方法等の認定に係る試験結果取扱要領について,住指発第四三三号,1994-10-21,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000243/81000243.html,strong_accept: 建築基準法 / strong_accept: 防火 / strong_accept: 構造方法
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律の施行について,建設省住指発第三七五号,1994-09-28,)建設事務次官から各都道府県知事・各指定都市の長あて,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000319/81000319.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律の施行について,建設省住指発第三七七号,1994-09-28,)建設省住宅局長から各都道府県知事・各指定都市の長あて,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000320/81000320.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律の施行について,建設省住指発第三八〇号,1994-09-28,,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000321/81000321.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律の施行に伴う建築基準法の運用等について,建設省住指発第三八一号,1994-09-28,,http://www.mlit.go.jp/notice/noticedata/sgml/107/81000322/81000322.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
建築基準法施行令の一部を改正する政令の施行について,住指発第三一五号,1994-09-01,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000240/81000240.html,strong_accept: 建築基準法
建築基準法施行令第百十四条第三項第三号の規定に基づく国土交通大臣が定める基準,建設省告示第千八百八十二号,1994-08-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006439.pdf,priority_accept_org: 建築指導課
平成六年度地方税法等の改正により創設された特定市街化区域農地に対して課する固定資産税及び都市計画税の税制上の特例措置について,建設省経企発第一九号,1994-08-01,建設省建設経済局宅地開発課長、建設省都市局都市計画課長、建設省都市局都市再開発課長、建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/002/74000046/74000046.html,strong_accept: 都市再開発
建築基準法第二十六条第三号の規定に基づく国土交通大臣が定める基準,建設省告示第千七百十六号,1994-07-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006438.pdf,priority_accept_org: 建築指導課
建築基準法第二六条第三号の規定に基づく建設大臣が定める基準について,住指発第二六三号,1994-07-28,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000239/81000239.html,strong_accept: 建築基準法
建築基準法の一部改正等について,建設省住街発第七三号,1994-06-29,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000237/81000237.html,strong_accept: 建築基準法
建築基準法の一部を改正する法律等の施行について,建設省住街発第七四号,1994-06-29,建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000238/81000238.html,strong_accept: 建築基準法
建設業法第二十七条の二十三第三項の規定による経営事項審査の項目及び基準,建設省告示第千四百六十一号,1994-06-08,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1994/26240410/26240410.html,strong_accept: 建設業法
特定の都市計画駐車場に係る地価税の非課税措置について,建設省都再発第五九号,1994-06-01,建設省都市局都市再開発課長,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000299/77000299.html,strong_accept: 都市再開発
建設業法施行令第二十七条の七の規定による昭和四十五年建設省告示第七百五十八号に定めるほか、技術検定の学科試験又は実地試験の免除を受けることができる者及び免除の範囲,建設省告示第千四百三十七号,1994-05-30,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1994/26236a07/26236a07.html,strong_accept: 建設業法
建築基準法第三八条の規定に基づき、同法第二一条第二項及び第二七条第二項第一号の規定によるものと同等以上の効力があると認める件について,住指発第一四二号,1994-04-15,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000235/81000235.html,strong_accept: 建築基準法
土地区画整理事業における同意施行制度の事前協議の廃止について,建設省都区発第一六号,1994-03-31,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/048/77000254/77000254.html,strong_accept: 土地区画整理
標準駐車場条例の改正について,建設省都再発第四号,1994-01-20,建設省都市局都市再開発課長,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000296/77000296.html,strong_accept: 都市再開発
流通業務施設の整備に関する基本方針等について,5—一八,1993-12-14,経済企画庁調整局産業経済課長、農林水産省食品流通局企画課長、通商産業省産業政策局流通産業課長、運輸省運輸政策局貨物流通企画課長、建設省都市局都市再開発課長,http://www.mlit.go.jp/notice/noticedata/sgml/048/77000281/77000281.html,strong_accept: 都市再開発
耐火構造等の指定及び防火構造等の認定に係る軽微な変更等の取扱いについて,住指発第四一一号,1993-11-16,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000234/81000234.html,strong_accept: 防火 / strong_accept: 耐火
準耐火構造の指定について,住指発第三三五号,1993-09-16,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000233/81000233.html,strong_accept: 耐火
建設業法施行令第二十七条の七の規定による昭和四十五年建設省告示第七百五十八号に定めるほか、技術検定の学科試験又は実地試験の免除を受けることができる者及び免除の範囲,建設省告示第千六百六十一号,1993-08-09,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26236a05/26236a05.html,strong_accept: 建設業法
土地区画整理法第六条第二項の規定に基づく建設大臣が指定する都市計画区域,建設省告示第千五百九十八号,1993-07-26,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/21228100/21228100.html,strong_accept: 土地区画整理
給油所に係る建築確認の際の取扱いについて,住指発第二四九号,1993-07-22,通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000232/81000232.html,strong_accept: 建築確認
都市計画法及び建築基準法の一部を改正する法律等の施行に伴う宅地建物取引業法の厳正な運用について,建設省経動発第六二号,1993-06-25,建設省建設経済局不動産業課長,http://www.mlit.go.jp/notice/noticedata/sgml/017/74000492/74000492.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
建築基準法施行令第百三十条の五の四第二号の規定に基づく国土交通大臣が指定する建築物,建設省告示第千四百五十一号,1993-06-25,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26088010/26088010.html,strong_accept: 建築基準法
都市計画法及び建築基準法の一部を改正する法律等の施行について,建設省住街発第九四号,1993-06-25,建設省住宅局建築指導課長、建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000229/81000229.html,priority_accept_org: 建築指導課
都市計画法及び建築基準法の一部を改正する法律等の施行について,建設省住指発第二二四号,1993-06-25,建設省住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000228/81000228.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
都市計画法及び建築基準法の一部改正等について,建設省都計発第九〇号,1993-06-25,建設事務次官通知,http://www.mlit.go.jp/notice/noticedata/sgml/029/76000061/76000061.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
自動車修理工場に係る建築基準法第四八条第五項から第七項までの規定に関する許可の運用について,住街発第九五号,1993-06-25,通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000231/81000231.html,strong_accept: 建築基準法
準耐火構造の住宅の耐久性に係る基準について,住建発第九三号,1993-06-25,建設省住宅局長依命,http://www.mlit.go.jp/notice/noticedata/sgml/089/80000142/80000142.html,strong_accept: 耐火
準耐火構造の指定について,住指発第二六五号,1993-06-25,通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000230/81000230.html,strong_accept: 耐火
建築基準法施行令第百三十条の九第一項の規定による屋内貯蔵所のうち位置、構造及び設備について国土交通大臣が定める基準に適合するもの,建設省告示第千四百三十九号,1993-06-24,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26088040/26088040.html,strong_accept: 建築基準法
建築基準法施行令第百三十条の九第一項の規定による屋内貯蔵所のうち位置、構造及び設備について国土交通大臣が定める基準に適合するもの,建設省告示第千四百三十九号,1993-06-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006437.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百三十六条の十第三号ハの規定に基づくその屋内側からの通常の火災時における炎及び火熱を遮る上で有効と認める屋根の基準,建設省告示第千四百三十五号,1993-06-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006435.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百三十六条の十第三号ロの規定に基づく通常の火災時における炎及び火熱を遮る上で有効と認める塀その他これに類するものの基準,建設省告示第千四百三十四号,1993-06-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006434.pdf,priority_accept_org: 建築指導課
建築基準法施行令第二条第一項第二号の規定に基づく国土交通大臣が高い開放性を有すると認めて指定する構造,建設省告示第千四百三十七号,1993-06-24,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006436.pdf,priority_accept_org: 建築指導課
建築基準法施行令第百三十条の八の二の規定による国土交通大臣が指定する特殊の方法による事業に使用する空気圧縮機,建設省告示第千四百三十八号,1993-06-24,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26085120/26085120.html,strong_accept: 建築基準法
建築基準法施行令第百三十条の七の二第二号の規定による国土交通大臣が指定する建築物,建設省告示第千四百三十六号,1993-06-24,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26085110/26085110.html,strong_accept: 建築基準法
建築基準法施行令第百三十条の九の四第四号の規定により国土交通大臣が石綿の粉じんの飛散の防止上有効であると認めて定める方法,建設省告示第千四百四十一号,1993-06-24,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26088060/26088060.html,strong_accept: 建築基準法
建築基準法施行令第百三十条の九の四第二号の規定による合成繊維の製造のうち、国土交通大臣が安全上及び防火上支障がないと認めて定める物質を原料とするもの及び国土交通大臣が安全上及び防火上支障がないと認めて定める工程によるもの,建設省告示第千四百四十号,1993-06-24,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1993/26088050/26088050.html,strong_accept: 建築基準法 / strong_accept: 防火
建築基準法施行令第百三十六条の九第一号の規定に基づく高い開放性を有する構造の建築物又は建築物の部分,建設省告示第千四百二十七号,1993-06-22,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006433.pdf,priority_accept_org: 建築指導課
準耐火構造の壁を貫通する給水管、配電管その他の管の部分及びその周囲の部分の構造方法を定める件,建設省告示第千四百二十六号,1993-06-22,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006432.pdf,priority_accept_org: 建築指導課
一体型土地区画整理事業の事業計画様式について,建設省都区発第三〇号,1993-05-24,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000121/77000121.html,strong_accept: 土地区画整理
三大都市圏の特定市の市街化区域農地に係る計画的な宅地化を図る場合の固定資産税等の軽減措置の拡充に伴う事務の施行について,建設省経企発第九号,1993-04-01,建設省建設経済局宅地開発課長・建設省都市局都市計画課長・建設省都市局都市再開発課長・建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/001/74000025/74000025.html,strong_accept: 都市再開発
都市計画法及び建築基準法の一部改正に伴う円滑な新用途地域の決定及び新制度への移行に係る準備等について,建設省住街発第一五八号,1992-11-02,建設省都市局都市計画課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/029/76000059/76000059.html,strong_accept: 建築基準法 / strong_accept: 都市計画法 / strong_accept: 用途地域
鉄骨造建築物等の品質適正化について,建設省住指発第三四九号,1992-09-30,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000226/81000226.html,priority_accept_org: 建築指導課
建築現場における鉄骨製作工場名の表示について,住指発第三四七号,1992-09-30,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000225/81000225.html,priority_accept_org: 建築指導課
建築基準法第三八条の規定に基づく認定について(木造三階建共同住宅等の技術基準),建設省住指発第二〇一号,1992-06-15,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000219/81000219.html,priority_accept_org: 建築指導課
建築基準法第三八条の規定に基づく認定について(高さ制限の見直しに係る木造建築物の技術基準),建設省住指発第二〇三号,1992-06-15,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000222/81000222.html,priority_accept_org: 建築指導課
建築基準法第三八条及び第六七条の二の規定に基づく認定について(簡易耐火建築物と同等の防火性能を有する木造建築物等の技術基準),建設省住指発第二〇二号,1992-06-15,通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000220/81000220.html,strong_accept: 建築基準法 / strong_accept: 防火 / strong_accept: 耐火
給油所に係る建築確認の際の取扱いについて,建設省住指発第一九六号,1992-06-10,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000218/81000218.html,priority_accept_org: 建築指導課
建築基準法第三八条の規定に基づく認定について(地下式駐車場設計指針),住指発第一九五号,1992-06-10,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000221/81000221.html,priority_accept_org: 建築指導課
枠組壁工法の技術的基準の運用について,建設省住指発第一二〇号,1992-04-07,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000217/81000217.html,priority_accept_org: 建築指導課
三大都市圏の特定市の市街化区域農地に係る計画的な宅地化及び公共施設の整備を伴った貸家住宅の建設の促進のための優良な宅地化計画の認定等の事務の施行について,建設省経企発第四号,1992-04-01,建設省建設経済局宅地開発課長、建設省都市局都市計画課長、建設省都市局都市再開発課長、建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/035/76000249/76000249.html,strong_accept: 都市再開発
三大都市圏の特定市の市街化区域農地に係る計画的な宅地化及び公共施設の整備を伴った貸家住宅の建設の促進のための優良な宅地化計画の認定等の事務の施行について,建設省経企発第四号,1992-04-01,建設省建設経済局宅地開発課長、建設省都市局都市計画課長、建設省都市局都市再開発課長、建設省都市局区画整理課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/002/74000037/74000037.html,strong_accept: 都市再開発
建築確認手続の簡素・平明化について,建設省住指発第一一〇号,1992-03-31,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000216/81000216.html,priority_accept_org: 建築指導課
耐火建築物又は簡易耐火建築物の外壁に外装材として木材を取り付ける場合の取扱いについて,建設省住指発第一〇三号,1992-03-30,通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000215/81000215.html,strong_accept: 耐火
内装制限に関する告示の制定について,建設省住指発第一〇二号,1992-03-30,通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000214/81000214.html,strong_accept: 内装制限
電動ダムウェーターの取扱いについて,建設省住指発第六七号,1992-03-04,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000213/81000213.html,priority_accept_org: 建築指導課
「(仮称)建築確認支援システム運用協議会」の設立について,建設省住指発第三五号,1992-02-10,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000212/81000212.html,priority_accept_org: 建築指導課
針葉樹の構造用製材の取扱いについて,住指発第一六号,1992-01-31,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000211/81000211.html,priority_accept_org: 建築指導課
土地区画整理法による土地区画整理事業に係る租税特別措置法施行規則第一七条第一項第一号イ及び第二二条の五第一項第一号イの規定の運用について,建設省経宅発第一七号,1992-01-29,,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000120/77000120.html,strong_accept: 土地区画整理
「興行場等に係る技術指針」について,住指発第五五九号,1991-12-11,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000210/81000210.html,priority_accept_org: 建築指導課
燃焼機器等に直結する排気筒に対する安全対策について,住指発第五四六号,1991-12-09,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000209/81000209.html,priority_accept_org: 建築指導課
駐車場整備計画の策定について,建設省都再発第一一四号,1991-11-25,建設省都市局都市再開発課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000297/77000297.html,strong_accept: 都市再開発
駐車場法の一部改正について,建設省都再発第九九号,1991-11-01,建設省都市局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000294/77000294.html,strong_accept: 駐車場法
再生資源の利用の促進に関する法律の施行について,建設省住指発第五〇〇号,1991-10-25,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/002/74000052/74000052.html,priority_accept_org: 建築指導課
再生資源の利用の促進に関する法律の施行について,建設省住指発第五〇一号,1991-10-25,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/002/74000053/74000053.html,priority_accept_org: 建築指導課
住宅防火対策推進体制の整備について,建設省住指発第三五五号,1991-08-27,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000208/81000208.html,priority_accept_org: 建築指導課
建築確認支援システムの今後の進め方について,建設省住指発第三五二号,1991-08-27,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000207/81000207.html,priority_accept_org: 建築指導課
物品販売業を営む店舗等における防災対策の推進について,住指発第二六四号,1991-06-28,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000206/81000206.html,priority_accept_org: 建築指導課
地方自治法の一部を改正する法律による建築基準法の一部改正について,建設省住指発第二六七号,1991-06-27,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000205/81000205.html,priority_accept_org: 建築指導課
農住組合の行う土地区画整理事業について,建設省都区発第三五号,1991-06-17,建設省都市局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/022/75000119/75000119.html,strong_accept: 土地区画整理
農住組合の行う土地区画整理事業について,建設省都区発第三六号,1991-06-17,建設省都市局区画整理課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/022/75000120/75000120.html,strong_accept: 土地区画整理
土地対策に関連する建築行政の推進について,住街発第六五号,1991-04-15,建設省住宅局建築指導課長市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000204/81000204.html,priority_accept_org: 建築指導課
「地方公共団体が文化財として指定した伝統建築物に対する防火及び構造安全性評価指針」について,建設省住指発第一二八号,1991-03-30,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000202/81000202.html,priority_accept_org: 建築指導課
建築確認事務を委譲する市町村の拡大の促進について,住指発第一二九号,1991-03-30,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/103/81000203/81000203.html,priority_accept_org: 建築指導課
特殊建築物等調査資格者、昇降機検査資格者及び建築設備検査資格者となるための講習について,住指発第九五号,1991-03-13,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000201/81000201.html,priority_accept_org: 建築指導課
特殊建築物等調査資格者、昇降機検査資格者及び建築設備検査資格者となるための講習について,住指発第九四号,1991-03-13,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000200/81000200.html,priority_accept_org: 建築指導課
建築確認手数料、建築士免許手数料等の改定について,建設省住指発第七三号,1991-03-08,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000199/81000199.html,priority_accept_org: 建築指導課
大気汚染防止法施行令及び同法施行規則の一部改正等に係る非常用の建築設備の取扱いについて,住指発第三〇号,1991-02-01,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000198/81000198.html,priority_accept_org: 建築指導課
木造の耐力上有効な軸組及び当該軸組に係る倍率の数値の取扱いについて,建設省住指発第七六四号,1990-12-11,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000197/81000197.html,priority_accept_org: 建築指導課
自動車車庫に係る建築基準法第四八条第一項から第三項までの規定に基づく許可の運用について,建設省住街発第一四七号,1990-11-26,建設省住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000195/81000195.html,strong_accept: 建築基準法
都市計画法の改正に伴う遊休土地制度の運用について,2国土利第二五五号,1990-11-20,国土庁土地局土地利用調整課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/020/75000065/75000065.html,strong_accept: 都市計画法
都市計画法及び建築基準法の一部改正について,建設省都計発第一六六号,1990-11-20,建設事務次官通知,http://www.mlit.go.jp/notice/noticedata/sgml/029/76000049/76000049.html,strong_accept: 建築基準法 / strong_accept: 都市計画法
届出駐車場に係る駐車場法の運用と機械式駐車装置の安全性の確保について,建設省都再発第六六号,1990-09-11,建設省都市局都市再開発課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000291/77000291.html,strong_accept: 駐車場法 / strong_accept: 都市再開発
建設業法施行令第二十七条の七の規定による昭和四十五年建設省告示第七百五十八号に定めるほか、技術検定の学科試験又は実地試験の免除を受けることができる者及び免除の範囲,建設省告示第千四百六十七号,1990-08-20,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1990/26236a04/26236a04.html,strong_accept: 建設業法
標準駐車場条例の改正について,建設省都再発五九号,1990-06-11,都市再開発課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000290/77000290.html,strong_accept: 都市再開発
防火戸を指定する告示の制定に伴う既認定乙種防火戸の取扱いについて,建設省住指発第二四一号,1990-05-31,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000190/81000190.html,priority_accept_org: 建築指導課
丸太組構法の技術基準の運用について,建設省住指発第二四二号,1990-05-31,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000191/81000191.html,priority_accept_org: 建築指導課
給油所に係る建築確認の際の取扱いについて,建設省住指発第二三四号,1990-05-30,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000189/81000189.html,priority_accept_org: 建築指導課
外壁タイル等落下物対策の推進について,建設省住指発第二二一号,1990-05-19,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000188/81000188.html,priority_accept_org: 建築指導課
「海洋建築物安全性評価指針」について,建設省住指発第一八七号,1990-05-01,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000187/81000187.html,priority_accept_org: 建築指導課
遊戯施設の事故防止について,建設省住指発第一七六号,1990-04-25,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000186/81000186.html,priority_accept_org: 建築指導課
第一種市街地再開発事業の特則型権利変換手続による不動産の取得に係る不動産取得税の軽減措置の取扱いについて,建設省住街発第五〇号,1990-03-31,建設省都市局都市再開発課長、建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/047/77000233/77000233.html,strong_accept: 都市再開発
第一種市街地再開発事業の特則型権利変換手続による不動産の取得に係る不動産取得税の軽減措置の取扱いについて,建設省住街発第五〇号,1990-03-31,建設省都市局都市再開発課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000173/77000173.html,strong_accept: 都市再開発
既存建築物における外壁タイル等の落下防止について,住指発第四四二号,1989-11-29,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000182/81000182.html,priority_accept_org: 建築指導課
建築基準法施行令第百四十四条の五第一項第四号の規定により国土交通大臣が定める特定高架道路等の法面その他の構造に関する基準,建設省告示第千九百四十一号,1989-11-21,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1989/26086400/26086400.html,strong_accept: 建築基準法
住宅の居室を地階に設ける場合の指導指針について,建設省住指発第四〇八号,1989-10-27,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000179/81000179.html,priority_accept_org: 建築指導課
有効な防せい処理のなされた鉄筋の使用による防せい対策について,建設省住指発第四〇七号,1989-10-25,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000180/81000180.html,priority_accept_org: 建築指導課
「懸垂物安全指針」について,建設省住指発第一五七号,1989-05-16,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000176/81000176.html,priority_accept_org: 建築指導課
「懸垂物安全指針」について,建設省住指発第一五八号,1989-05-16,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000177/81000177.html,priority_accept_org: 建築指導課
屎尿のみを処理する屎尿浄化槽に処理装置を付加し合併処理を行う場合の取扱いについて,建設省住指発第一〇五号,1989-03-31,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000174/81000174.html,priority_accept_org: 建築指導課
小屋裏利用三階建枠組壁工法建築物簡易構造設計基準について,建設省住指発第一三六号,1989-03-30,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000173/81000173.html,priority_accept_org: 建築指導課
設計等の業務報酬に係る消費税の円滑かつ適正な転嫁について,建設省住指発第九三号,1989-03-30,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/102/81000172/81000172.html,priority_accept_org: 建築指導課
建設業法第十五条第二号ハの規定による同号イに掲げる者と同等以上の能力を有する者,建設省告示第百二十八号,1989-01-30,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1989/26227500/26227500.html,strong_accept: 建設業法
海洋建築物の取扱いについて,建設省住指発第五号,1989-01-19,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/101/81000170/81000170.html,priority_accept_org: 建築指導課
土曜閉庁の実施に伴う建築基準法等の取扱いについて,住街発第一二九号,1988-12-28,建設省住宅局建築指導課長・建設省住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/101/81000169/81000169.html,priority_accept_org: 建築指導課
都市再開発法及び建築基準法の一部改正について,建設省経民発第五二号,1988-12-22,,http://www.mlit.go.jp/notice/noticedata/sgml/101/81000168/81000168.html,strong_accept: 建築基準法 / strong_accept: 都市再開発
都市再開発法及び建築基準法の一部改正について,建設省経民発第五二号,1988-12-22,建設省建設経済局長・建設省都市局長・建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000166/77000166.html,strong_accept: 建築基準法 / strong_accept: 都市再開発
都市再開発法及び建築基準法の一部改正について,建設省都再発第一二九号,1988-12-22,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000165/77000165.html,strong_accept: 建築基準法 / strong_accept: 都市再開発
都市再開発法及び建築基準法の一部改正について,都再発第一二九号,1988-12-22,,http://www.mlit.go.jp/notice/noticedata/sgml/101/81000167/81000167.html,strong_accept: 建築基準法 / strong_accept: 都市再開発
建設業法施行令第二十七条の七の規定による昭和四十五年建設省告示第七百五十八号に定めるほか、技術検定の学科試験又は実地試験の免除を受けることができる者及び免除の範囲,建設省告示第二千九十三号,1988-10-27,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1988/26236a03/26236a03.html,strong_accept: 建設業法
