notice_name,document_number,document_date,organization,url,match_reason
都市開発資金の貸付けに関する法律施行令第三条第二号の特に防災に資する公園又は緑地として建設大臣が定める基準及び災害発生時の円滑な避難を確保するため特に必要な公園又は緑地として建設大臣が定める基準について,建設省都再発第三〇号,1997-04-01,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/047/77000240/77000240.html,strong_accept: 避難
National　Lumber　Grades　AuthorityのNLGA—1996格付規格に規定する規格に適合する木材について,建設省住指発第一〇〇号,1997-03-10,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000271/81000271.html,priority_accept_org: 建築指導課
枠組壁工法を用いた建築物の構造耐力上主要な部分に使用する材料の認定について,建設省住指発第九八号,1997-03-10,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000270/81000270.html,priority_accept_org: 建築指導課
土地区画整理事業の測量成果の国土調査法第一九条第五項に係る申請書類に関する一部簡略化について,建設省都区発第六一号,1996-12-18,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000127/77000127.html,strong_accept: 土地区画整理
民間能力の活用による市街地再開発事業の推進について,建設省住街発第七二号,1996-07-22,建設省都市局都市再開発防災課長・住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/049/77000307/77000307.html,strong_accept: 都市再開発
業務代行方式による市街地再開発事業に対する支援について,住街発第七三号,1996-07-22,建設省都市局都市再開発防災課長、住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000191/77000191.html,strong_accept: 都市再開発
民間能力の活用による市街地再開発事業の推進について,住街発第七二号,1996-07-22,建設省都市局都市再開発防災課長、住宅局市街地建築課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000190/77000190.html,strong_accept: 都市再開発
特定非常災害の被害者の権利利益の保全等を図るための特別措置に関する法律の施行について,建設省住指発第三〇二号,1996-07-18,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000269/81000269.html,priority_accept_org: 建築指導課
遊戯施設の安全対策について,建設省住指発第二九二号,1996-07-18,住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000267/81000267.html,priority_accept_org: 建築指導課
National　Lumber　Grades　AuthorityのNLGA—1994格付規格に規定する規格に適合する木材について,建設省住指発第二五六号,1996-07-01,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000266/81000266.html,priority_accept_org: 建築指導課
地震防災対策特別措置法第三条第一項の規定に基づく避難地の基準等,運輸省告示第三百四十五号,1996-05-30,運輸省,http://www.mlit.go.jp/notice/noticedata/sgml/1996/25058230/25058230.html,strong_accept: 避難
針葉樹の構造用製材の取扱いについて,建設省住指発第一九五号,1996-05-23,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000265/81000265.html,priority_accept_org: 建築指導課
市街地再開発等の調査業務等のデータベースの活用による事業の的確な促進について,住街発第五四号,1996-05-10,建設省都市局都市再開発課長、住宅局住宅整備課長、住宅生産課長、市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000189/77000189.html,strong_accept: 都市再開発
高さが四五mを超え六〇m以下の建築物の構造審査について,建設省住指発第一三一号,1996-03-29,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000260/81000260.html,priority_accept_org: 建築指導課
屎尿浄化槽の構造基準の改正について,建設省住指発第一三五号,1996-03-29,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000262/81000262.html,priority_accept_org: 建築指導課
中低層共同住宅用エレベーターについて,建設省住指発第一三七号,1996-03-29,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000264/81000264.html,priority_accept_org: 建築指導課
木材の材料強度の評価について,建設省住指発第一三二号,1996-03-29,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000261/81000261.html,priority_accept_org: 建築指導課
既存住宅に設置するホームエレベーターについて,建設省住指発第一三六号,1996-03-29,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/105/81000263/81000263.html,priority_accept_org: 建築指導課
土地区画整理事業の測量成果の国土調査法第一九条第五項に係る申請書類に関する一部変更について,建設省都区発第一七号,1996-03-29,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000126/77000126.html,strong_accept: 土地区画整理
地震防災対策特別措置法第三条第一項の規定に基づく避難地等に係る主務大臣が定める基準,建設省告示第千二十九号,1996-03-28,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1996/25058220/25058220.html,strong_accept: 避難
一戸建ての住宅又は長屋若しくは共同住宅の住戸の内部の階段又はその踊場に手すりを設ける場合の取扱いについて,建設省住指発第一二四号,1996-03-26,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000259/81000259.html,priority_accept_org: 建築指導課
最低資本金の額を満たさない株式会社又は有限会社が開設者である建築士事務所の取扱い及び建築士事務所の登録申請者が法人である場合の登録申請書の記載方法について,建設省住指発第七〇号,1996-03-08,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000309/81000309.html,priority_accept_org: 建築指導課
「公共用緑化樹木の品質寸法規格基準」(案)の改訂及び運用等について,建設省都緑対発第一号,1996-02-15,建設省都市局都市緑地対策室長,http://www.mlit.go.jp/notice/noticedata/sgml/035/76000224/76000224.html,strong_accept: 都市緑地
建築物の耐震改修の促進に関する法律等の施行について,建設省住指発第四三九号,1995-12-25,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/107/81000327/81000327.html,priority_accept_org: 建築指導課
建築物の耐震改修の促進に関する法律等の施行について,建設省住指発第四三七号,1995-12-25,建設事務次官,http://www.mlit.go.jp/notice/noticedata/sgml/107/81000325/81000325.html,strong_accept: 耐震改修
建築物の耐震改修の促進に関する法律等の施行について,建設省住指発第四三八号,1995-12-25,建設省住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/107/81000326/81000326.html,strong_accept: 耐震改修
建設業者の合併に係る建設業法上の事務取扱いの円滑化等について,建設省経建発第二九七号,1995-12-04,建設経済局建設業課長,http://www.mlit.go.jp/notice/noticedata/sgml/005/74000136/74000136.html,strong_accept: 建設業法
地方公共団体が都市開発資金の貸付けを受けて行う補助事業用地等の先行取得の取扱いについて,建設省都総発第三三五号,1995-11-01,建設省都市局都市総務課長・都市再開発課長・街路課長・公園緑地課長、下水道部公共下水道課長・流域下水道課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/047/77000235/77000235.html,strong_accept: 都市再開発
建物内に設けられた河川管理施設等に係る床面積の取扱いについて,建設省住指発第三〇七号,1995-10-02,建設省住宅局建築指導課長,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000257/81000257.html,priority_accept_org: 建築指導課
建設業法第十五条第二号ハの規定による同号イに掲げる者と同等以上の能力を有する者を定める告示による認定の更新,建設省告示第千三百号,1995-06-29,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1995/26227520/26227520.html,strong_accept: 建設業法
建設業法施行規則第十七条の十六第三項の規定に基づく建設業法第二十七条の十八第一項に規定する資格者証の記載に用いる略語,建設省告示第千二百九十七号,1995-06-29,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1995/26240050/26240050.html,strong_accept: 建設業法
土地区画整理事業の測量成果の国土調査法第一九条第五項に係る申請書類に関する一部簡略化について,建設省都区発第五九号,1995-06-29,建設省都市局区画整理課長,http://www.mlit.go.jp/notice/noticedata/sgml/043/77000125/77000125.html,strong_accept: 土地区画整理
建設業法の一部を改正する法律等の施行について,建設省経建発第一四六号の二,1995-06-20,建設経済局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/013/74000369/74000369.html,strong_accept: 建設業法
建設業法施行規則第十七条の二十第一項に規定するもののほか建設業法第二十七条の十八第四項の講習の指定に関し必要な事項,建設省告示第千二百六十八号,1995-06-19,建設省,http://www.mlit.go.jp/notice/noticedata/sgml/1995/26240110/26240110.html,strong_accept: 建設業法
建築物の構造耐力上の安全確保に係る措置について,建設省住指発第一七六号,1995-05-31,建設省住宅局建築指導課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/104/81000254/81000254.html,priority_accept_org: 建築指導課
都市再開発法等の一部改正について,建設省住街発第五一号,1995-05-25,建設省都市局長、住宅局長,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000186/77000186.html,strong_accept: 都市再開発
都市再開発法等の一部を改正する法律の施行について,建設省住街発第五二号,1995-05-25,建設省住宅局市街地建築課長,http://www.mlit.go.jp/notice/noticedata/sgml/045/77000187/77000187.html,strong_accept: 都市再開発
